name	street_address	postal_code	opening_date	latitude	longitude
303 MARKET DRIVE	303 MARKET DRIVE	23847	2000 	36.6863	-77.5612
2160 JOHN WAYLAND HWY	2160 JOHN WAYLAND HWY	22801	2000 	38.4268	-78.8815
12200 CHATTANOOGA PLAZA	12200 CHATTANOOGA PLAZA	23112	2000 	37.428	-77.6487
100 BUCKHANNON CROSSROADS	100 BUCKHANNON CROSSROADS	26201	2000 	38.9973	-80.2092
97 WILLIAMS DRIVE	97 WILLIAMS DRIVE	25276	2000 	38.7802	-81.3424
4375 LEXINGTON ROAD	4375 LEXINGTON ROAD	30605	2000 	33.9251	-83.3453
25 25TH STREET S.E.	25 25TH STREET S.E.	55904	2000 	43.9887	-92.4294
2001 NORTH CENTRAL AVE	2001 NORTH CENTRAL AVE	54449	2000 	44.6567	-90.1815
9300 N.W. 77TH AVENUE	9300 N.W. 77TH AVENUE	33016	2000 	25.888	-80.3328
1460 GOLF ROAD	1460 GOLF ROAD	60008	2000 	42.0751	-88.0251
5630 TOUHY AVENUE	5630 TOUHY AVENUE	60714	2000 	42.0324	-87.8156
1828 165TH STREET	1828 165TH STREET	46320	2000 	41.61	-87.5057
2100 NORTH MAIN STREET	2100 NORTH MAIN STREET	46714	2000 	40.7288	-85.1657
1055 RYAN ROAD	1055 RYAN ROAD	56187	2000 	43.6233	-95.596
2501 SHEILA LANE	2501 SHEILA LANE	23225	2000 	37.5192	-77.4985
28270 WALKER SOUTH	28270 WALKER SOUTH	70785	2000 	30.522	-90.8404
2900 PIKE STREET	2900 PIKE STREET	26101	2000 	39.2654	-81.5371
2801 COMMERCE DRIVE	2801 COMMERCE DRIVE	52241	2000 	41.6882	-91.5868
2680 SOUTH LINCOLN	2680 SOUTH LINCOLN	83338	2000 	42.7101	-114.464
4400 HIGHWAY 278	4400 HIGHWAY 278	29927	2000 	32.2772	-81.0785
#1 WAL-MART LANE	#1 WAL-MART LANE	26354	2000 	39.3434	-80.0267
4350 NORTH NELLIS BLVD	4350 NORTH NELLIS BLVD	89115	2000 	36.2337	-115.069
1740 ROUTE 38	1740 ROUTE 38	08048	2000 	39.9682	-74.7977
17861 SO. U.S. HWY 441	17861 SO. U.S. HWY 441	34491	2000 	28.9911	-82.0266
14215 U.S. HWY 64 WEST	14215 U.S. HWY 64 WEST	27344	2000 	35.7297	-79.4498
7950 CRAFT GOODMAN FRONTAGE RD	7950 CRAFT GOODMAN FRONTAGE RD	38654	2000 	34.9541	-89.8374
320 MALLARD LANE	320 MALLARD LANE	25260	2000 	39.0173	-82.0303
2320 NO. HANOVER PIKE	2320 NO. HANOVER PIKE	21074	2000 	39.6133	-76.848
16100 WEST 65TH STREET	16100 WEST 65TH STREET	66217	2000 	39.0216	-94.7811
201 SOUTH SALEM STREET	201 SOUTH SALEM STREET	64075	2000 	38.9954	-94.1423
160 POOLER PARKWAY	160 POOLER PARKWAY	31322	2000 	32.1104	-81.2457
6703 EAST LESLIE ROAD	6703 EAST LESLIE ROAD	78254	2000 	29.5233	-98.745
2301 WEST WELLESLEY AVE	2301 WEST WELLESLEY AVE	99205	2000 	47.694	-117.44
8801 OHIO DRIVE	8801 OHIO DRIVE	75024	2000 	33.0771	-96.7986
199 CONNELL HIGHWAY	199 CONNELL HIGHWAY	02840	2000 	41.4895	-71.3124
2715 S. 25TH ST.	2715 S. 25TH ST.	52732	2000 	41.8616	-90.2154
2450 WEST LOOP 338	2450 WEST LOOP 338	79763	2000 	31.8173	-102.423
11101 SO. PARKER ROAD	11101 SO. PARKER ROAD	80134	2000 	39.5086	-104.78
121 SO. PETER PAN ROAD	121 SO. PETER PAN ROAD	67301	2000 	37.2169	-95.729
656 NEW HAVEN AVENUE	656 NEW HAVEN AVENUE	06418	2000 	41.3225	-73.0845
235 QUEEN STREET	235 QUEEN STREET	06489	2000 	41.6066	-72.8737
80 TOWN LINE ROAD	80 TOWN LINE ROAD	06067	2000 	41.6562	-72.6669
66-4 PARKHURST RD	66-4 PARKHURST RD	01824	2000 	42.5946	-71.3526
700 OAK STREET	700 OAK STREET	02301	2000 	42.0797	-71.0378
201 MONTGOMERY CROSSING	201 MONTGOMERY CROSSING	27209	2000 	35.3542	-79.7684
1 MASSILLON MARKET PLACE DR	1 MASSILLON MARKET PLACE DR	44646	2000 	40.8051	-81.501
7635 NO. LA CHOLLA BLVD	7635 NO. LA CHOLLA BLVD	85741	2000 	32.3381	-111.043
6000 COIT RD	6000 COIT RD	75023	2000 	33.0547	-96.7351
605 ST. JAMES AVENUE	605 ST. JAMES AVENUE	29445	2000 	32.9912	-80.0235
409 N. FRUITLAND	409 N. FRUITLAND	21804	2000 	38.3593	-75.5693
201 GREASY RIDGE ROAD	201 GREASY RIDGE ROAD	24740	2000 	37.3682	-81.0731
15150 US HWY 150	15150 US HWY 150	61944	2000 	39.6085	-87.6996
814 WEST BELL AVENUE	814 WEST BELL AVENUE	50138	2000 	41.3076	-93.1023
2428 WEST PINHOOK ROAD	2428 WEST PINHOOK ROAD	70508	2000 	30.1634	-92.0197
650 MAIN AVENUE	650 MAIN AVENUE	06851	2000 	41.1318	-73.4038
2625 NO. HWY 27	2625 NO. HWY 27	30728	2000 	34.6962	-85.2582
2200 WOODBURY AVE	2200 WOODBURY AVE	03801	2001 	43.0694	-70.7808
300 KELLER ST.	300 KELLER ST.	03103	2001 	42.9659	-71.4487
18922 REHOBOTH MALL BLVD	18922 REHOBOTH MALL BLVD	19971	2001 	38.7115	-75.0968
401 EAST CAPITAL DRIVE	401 EAST CAPITAL DRIVE	53212	2001 	43.0721	-87.9103
10655 FOLSOM BLVD	10655 FOLSOM BLVD	95670	2001 	38.6054	-121.282
1700 S.E. MEADOWBROOK BLVD.	1700 S.E. MEADOWBROOK BLVD.	99324	2001 	46.0449	-118.385
500 TERRY RICH BLVD	500 TERRY RICH BLVD	17970	2001 	40.7186	-76.1911
209 EAST RIDGEVILLE BLVD	209 EAST RIDGEVILLE BLVD	21771	2001 	39.3813	-77.1587
8924 QUILCEDA BLVD	8924 QUILCEDA BLVD	98271	2001 	48.0931	-122.216
1091 MILLCREEK ROAD	1091 MILLCREEK ROAD	18106	2001 	40.5693	-75.5889
1400 FARMINGTON AVENUE	1400 FARMINGTON AVENUE	06010	2001 	41.6828	-72.9312
1250 EAST MAGNOLIA ST	1250 EAST MAGNOLIA ST	80524	2001 	40.607	-105.051
4420 FLORIN ROAD	4420 FLORIN ROAD	95823	2001 	38.4775	-121.446
1695 NO. ARIZONA BLVD	1695 NO. ARIZONA BLVD	85228	2001 	32.9678	-111.526
3200 OLD BOYNTON ROAD	3200 OLD BOYNTON ROAD	33436	2001 	26.5301	-80.1046
3801 TAMPA ROAD	3801 TAMPA ROAD	34677	2001 	28.0428	-82.6774
16771 TORRENCE AVENUE	16771 TORRENCE AVENUE	60438	2001 	41.5657	-87.5482
1126 ROUTE 9	1126 ROUTE 9	08857	2001 	40.3935	-74.3251
3355 SOUTH 27TH ST	3355 SOUTH 27TH ST	53215	2001 	42.9994	-87.9434
1570 CHESTER PIKE	1570 CHESTER PIKE	19022	2001 	39.8627	-75.3396
540 MARKS STREET	540 MARKS STREET	89014	2001 	36.0458	-115.078
1290 EAST ONTARIO AVE	1290 EAST ONTARIO AVE	92881	2001 	33.8395	-117.536
1549 RT 9	1549 RT 9	12065	2001 	42.8537	-73.7845
10504 SOUTH 15TH STREET	10504 SOUTH 15TH STREET	68123	2001 	41.1173	-95.9513
40 DRURY DRIVE	40 DRURY DRIVE	20646	2001 	38.5281	-76.9806
180 RIVER ROAD	180 RIVER ROAD	06351	2001 	41.5925	-71.9579
8551 N.BOARDWALK AVE.	8551 N.BOARDWALK AVE.	64154	2001 	39.2617	-94.6335
2150 CHILI AVENUE	2150 CHILI AVENUE	14624	2001 	43.1272	-77.7247
4051 EAST FAIRVIEW AVE.	4051 EAST FAIRVIEW AVE.	83642	2001 	43.6094	-116.396
409 N. MARKETPLACE BLVD.	409 N. MARKETPLACE BLVD.	48917	2001 	42.7355	-84.627
10562 BELLEVILLE ROAD	10562 BELLEVILLE ROAD	48111	2001 	42.1949	-83.4908
2001 WEST MAPLE ROAD	2001 WEST MAPLE ROAD	48084	2001 	42.5635	-83.1841
1471 EAST OSCEOLA PARKWAY	1471 EAST OSCEOLA PARKWAY	34744	2001 	28.309	-81.3759
9451 DUNKIRK LANE NO.	9451 DUNKIRK LANE NO.	55311	2001 	45.1021	-93.4876
8060 WEST TROPICAL PKWY	8060 WEST TROPICAL PKWY	89149	2001 	36.2663	-115.287
100 NO LONDONDERRY SQUARE	100 NO LONDONDERRY SQUARE	17078	2001 	40.3042	-76.5912
13164 GARRETT HWY	13164 GARRETT HWY	21550	2001 	39.4099	-79.3902
665 BOSTON POST ROAD	665 BOSTON POST ROAD	06475	2001 	41.291	-72.3835
255 W. MAIN STREET	255 W. MAIN STREET	06001	2001 	41.7943	-72.861
180 NORTH KING STREET	180 NORTH KING STREET	01060	2001 	42.3257	-72.6373
250 RT 59	250 RT 59	10901	2001 	41.1257	-74.1268
765 OLD COUNTRY ROAD	765 OLD COUNTRY ROAD	11901	2001 	40.9266	-72.6533
7555 TELEGRAPH ROAD	7555 TELEGRAPH ROAD	48180	2001 	42.2318	-83.2648
13001 HWY 90	13001 HWY 90	70039	2001 	29.9001	-90.3866
1505 COUNTY ROAD 220	1505 COUNTY ROAD 220	32003	2001 	30.0997	-81.7147
534 HARRISVILLE ROAD	534 HARRISVILLE ROAD	84404	2001 	41.2703	-112.019
1649 MAIN STREET	1649 MAIN STREET	59105	2001 	45.8361	-108.468
681 LINCOLN AVENUE	681 LINCOLN AVENUE	94558	2001 	38.3344	-122.297
23500 N.E. SANDY BLVD	23500 N.E. SANDY BLVD	97060	2001 	45.5296	-122.392
3030 NORTH MAIN	3030 NORTH MAIN	28348	2001 	34.9547	-78.9374
10900 PARKSIDE DRIVE	10900 PARKSIDE DRIVE	37922	2001 	35.8759	-84.1261
12080 HWY 169	12080 HWY 169	55746	2001 	47.4138	-92.9423
200 MARKETPLACE DRIVE	200 MARKETPLACE DRIVE	39218	2001 	32.2304	-90.1621
9000 N.E. HWY 99	9000 N.E. HWY 99	98665	2001 	45.6813	-122.667
41200 MURRIETA HOT SPRINGS RD	41200 MURRIETA HOT SPRINGS RD	92562	2001 	33.5686	-117.253
262 SWANSEA MALL DRIVE	262 SWANSEA MALL DRIVE	02777	2001 	41.7483	-71.2094
1583 HWY 10 WEST	1583 HWY 10 WEST	56501	2001 	46.81	-95.8518
3701 EAST CALUMET ST.	3701 EAST CALUMET ST.	54915	2001 	44.2448	-88.3778
28804 GRATIOT AVENUE	28804 GRATIOT AVENUE	48066	2001 	42.5033	-82.9385
6001 CORAL RIDGE DRIVE	6001 CORAL RIDGE DRIVE	33076	2001 	26.3012	-80.2731
3164 BERLIN TURNPIKE	3164 BERLIN TURNPIKE	06111	2001 	41.687	-72.7313
200 FLOYD DRIVE	200 FLOYD DRIVE	41008	2001 	38.6633	-85.168
7451 MCCART AVENUE	7451 MCCART AVENUE	76133	2001 	32.6554	-97.3777
1101 EAST SPRUCE ST.	1101 EAST SPRUCE ST.	57301	2001 	43.7119	-98.0319
201 WALTON WAY	201 WALTON WAY	78613	2001 	30.5013	-97.8309
9951 CHATFIELD PLACE	9951 CHATFIELD PLACE	14870	2001 	42.1735	-77.1184
345 HWY 6	345 HWY 6	77478	2001 	29.6277	-95.6244
3022 SOUTH BELT HWY	3022 SOUTH BELT HWY	64503	2001 	39.7418	-94.8324
18121 MARSH LANE	18121 MARSH LANE	75287	2001 	32.9988	-96.8444
740 MIDDLE STREET	740 MIDDLE STREET	02188	2001 	42.2098	-70.9587
135 WILLOW LANE	135 WILLOW LANE	30253	2001 	33.455	-84.1722
1100 THORNTON ROAD	1100 THORNTON ROAD	30122	2001 	33.7761	-84.6448
660 SOUTH 1750 WEST	660 SOUTH 1750 WEST	84663	2001 	40.1682	-111.596
18185 ZANE STREET	18185 ZANE STREET	55330	2001 	45.3172	-93.5812
2760 NO. DIRKSEN PKWY	2760 NO. DIRKSEN PKWY	62702	2001 	39.819	-89.6438
3040 COLLEGE PARK DRIVE	3040 COLLEGE PARK DRIVE	77384	2001 	30.2339	-95.4968
6259 COLLEGE DRIVE	6259 COLLEGE DRIVE	23435	2001 	36.8488	-76.4652
1149 NIMMO PARKWAY	1149 NIMMO PARKWAY	23456	2001 	36.7625	-76.0614
1860 EAST MAIN ST.	1860 EAST MAIN ST.	99344	2001 	46.8434	-119.174
555 WEST I-30	555 WEST I-30	75043	2001 	32.8549	-96.6021
2501 LAKEVIEW PKWY	2501 LAKEVIEW PKWY	75089	2001 	32.9239	-96.547
25108 MARKET PLACE DRIVE	25108 MARKET PLACE DRIVE	77494	2001 	29.7608	-95.811
3800 HWY 287 WEST	3800 HWY 287 WEST	76384	2001 	34.1421	-99.2965
400 BRYANT AVENUE	400 BRYANT AVENUE	72022	2001 	34.6061	-92.4947
1397 LEESBURG AVENUE	1397 LEESBURG AVENUE	43160	2001 	39.533	-83.4391
605 CONCHESTER HWY	605 CONCHESTER HWY	19061	2001 	39.8328	-75.4406
108 WASHINGTON TOWNE BLVD	108 WASHINGTON TOWNE BLVD	16412	2001 	41.8759	-80.1513
505 SO. DUNLAP AVENUE	505 SO. DUNLAP AVENUE	61874	2001 	40.0617	-88.2502
3555 MULLAN ROAD	3555 MULLAN ROAD	59808	2001 	46.9228	-114.076
1399 S.E. BLVD	1399 S.E. BLVD	98823	2001 	47.2974	-119.571
2801 DUPORTAIL STREET	2801 DUPORTAIL STREET	99352	2001 	46.2797	-119.281
61205 SOUTHGATE PKWY	61205 SOUTHGATE PKWY	43725	2001 	40.0259	-81.5924
18201 WRIGHT ST.	18201 WRIGHT ST.	68130	2001 	41.24	-96.1802
200 HWY 64 EAST	200 HWY 64 EAST	54409	2001 	45.1217	-89.1339
345 COMMONWEALTH DRIVE	345 COMMONWEALTH DRIVE	24382	2001 	36.9474	-81.0944
5100 HIGHWAY 31	5100 HIGHWAY 31	35040	2001 	33.1076	-86.75
155 DAMONTE RANCH PKWY	155 DAMONTE RANCH PKWY	89511	2001 	39.4032	-119.761
12910 STATE ROUTE 664	12910 STATE ROUTE 664	43138	2001 	39.531	-82.408
10600 WEST 21ST STREET	10600 WEST 21ST STREET	67205	2001 	37.7383	-97.4292
1035 HICKORY CREEK BLVD	1035 HICKORY CREEK BLVD	76210	2001 	33.1515	-97.0923
1489 MOUNT JEFFERSON ROAD	1489 MOUNT JEFFERSON ROAD	28694	2001 	36.3755	-81.4778
900 SPRINGFIELD ROAD	900 SPRINGFIELD ROAD	07083	2001 	40.6943	-74.269
12353 FM 1960 WEST	12353 FM 1960 WEST	77065	2001 	29.9277	-95.6055
1601 WEST EDGAR ROAD	1601 WEST EDGAR ROAD	07036	2001 	40.6361	-74.2523
650 SOUTH TROOPER ROAD	650 SOUTH TROOPER ROAD	19403	2001 	40.1461	-75.3838
70 PLEASANT VALLEY STREET	70 PLEASANT VALLEY STREET	01844	2001 	42.7259	-71.1783
4765 COMMERCIAL DRIVE	4765 COMMERCIAL DRIVE	13413	2002 	43.0672	-75.2877
270 INDIAN RUN STREET	270 INDIAN RUN STREET	19341	2002 	40.0405	-75.6343
100 MALL DRIVE	100 MALL DRIVE	43952	2002 	40.3712	-80.6343
9750 REISTERTOWN ROAD A	9750 REISTERTOWN ROAD A	21117	2002 	39.4191	-76.7839
9212 NORTH COLTON STREET	9212 NORTH COLTON STREET	99218	2002 	47.7517	-117.412
60 NOBLE BLVD	60 NOBLE BLVD	17013	2002 	40.2035	-77.1999
150 BARNUM AVENUE CUTOFF	150 BARNUM AVENUE CUTOFF	06614	2002 	41.2217	-73.1326
8230 TALBERT AVENUE	8230 TALBERT AVENUE	92646	2002 	33.6663	-117.969
21920 ROUTE #119	21920 ROUTE #119	15767	2002 	40.9541	-78.9702
2910 GRANT LINE ROAD	2910 GRANT LINE ROAD	47150	2002 	38.3038	-85.8252
45400 MARKETPLACE BLVD	45400 MARKETPLACE BLVD	48051	2002 	42.6821	-82.8307
3700 OWEN ROAD	3700 OWEN ROAD	48430	2002 	42.7846	-83.7407
650 BALD HILL ROAD	650 BALD HILL ROAD	02886	2002 	41.7068	-71.4553
1811 MONOCACY BLVD	1811 MONOCACY BLVD	21701	2002 	39.4233	-77.389
683 TENNEY MOUNTAIN HIGHWAY	683 TENNEY MOUNTAIN HIGHWAY	03264	2002 	43.7578	-71.707
1051 EAST BROAD STREET	1051 EAST BROAD STREET	27526	2002 	35.5753	-78.8023
7319 WEST STATE STREET	7319 WEST STATE STREET	83714	2002 	43.6418	-116.265
200 DUTCH MEADOWS LANE	200 DUTCH MEADOWS LANE	12302	2002 	42.8622	-73.9632
8500 WASHINGTON BLVD	8500 WASHINGTON BLVD	90660	2002 	33.989	-118.089
121 WORCESTER ROAD	121 WORCESTER ROAD	01701	2002 	42.318	-71.4241
961 RT 6	961 RT 6	16407	2002 	41.919	-79.6522
3018 EAST AVENUE	3018 EAST AVENUE	13036	2002 	43.2997	-76.1514
2465 HEMPSTEAD TURNPIKE	2465 HEMPSTEAD TURNPIKE	11554	2002 	40.7143	-73.5553
2550 COORS BLDV. NW	2550 COORS BLDV. NW	87120	2002 	35.1461	-106.709
8700 NORTH SERVITE DRIVE	8700 NORTH SERVITE DRIVE	53223	2002 	43.1637	-87.9872
5200 WINDWARD PARKWAY	5200 WINDWARD PARKWAY	30004	2002 	34.1192	-84.3029
100 COMMONS DRIVE	100 COMMONS DRIVE	19365	2002 	39.9611	-75.9205
13310 TELEGRAPH ROAD	13310 TELEGRAPH ROAD	90670	2002 	33.9336	-118.068
151 EAST 5TH STREET	151 EAST 5TH STREET	90802	2002 	33.769	-118.192
37140 47TH STREET EAST	37140 47TH STREET EAST	93552	2002 	34.5612	-118.038
1731 EAST AVENUE J	1731 EAST AVENUE J	93535	2002 	34.6919	-117.978
1701 WEST 133RD STREET	1701 WEST 133RD STREET	64145	2002 	38.8964	-94.5967
2300 WEST ATLANTIC BLVD	2300 WEST ATLANTIC BLVD	33069	2002 	26.2288	-80.1582
7065 NORTH INGRAM AVENUE	7065 NORTH INGRAM AVENUE	93650	2002 	36.8415	-119.798
2400 HARDING HIGHWAY	2400 HARDING HIGHWAY	45804	2002 	40.7225	-84.0898
20307 MOUNTAIN HWY EAST	20307 MOUNTAIN HWY EAST	98387	2002 	47.0778	-122.405
2610 SOUTH PIONEER ROAD	2610 SOUTH PIONEER ROAD	84790	2002 	37.075	-113.556
#100 CHIPPEWA TOWN CENTRE	#100 CHIPPEWA TOWN CENTRE	15010	2002 	40.7639	-80.3357
7671 SOUTH 3800 WEST	7671 SOUTH 3800 WEST	84084	2002 	40.6277	-111.976
2025 PAUL BUNYAN DRIVE N.W.	2025 PAUL BUNYAN DRIVE N.W.	56601	2002 	47.5045	-94.8711
4331 HIGHWAY 66	4331 HIGHWAY 66	37857	2002 	36.4134	-82.968
5521 E ARROWHEAD PARKWAY	5521 E ARROWHEAD PARKWAY	57110	2002 	43.5444	-96.658
2659 OLYMPIC STREET	2659 OLYMPIC STREET	97477	2002 	44.0611	-123.018
4524 CHALLENGER AVENUE	4524 CHALLENGER AVENUE	24012	2002 	37.3058	-79.9277
15594 STATE HIGHWAY 77	15594 STATE HIGHWAY 77	54843	2002 	46.0051	-91.3526
1340 SOUTH BEACH BLVD	1340 SOUTH BEACH BLVD	90631	2002 	33.9345	-117.952
4550 WEST 11TH AVENUE	4550 WEST 11TH AVENUE	97402	2002 	44.0622	-123.168
2601 GEO. WASHINGTON MEM. HWY	2601 GEO. WASHINGTON MEM. HWY	23693	2002 	37.1129	-76.4359
258 RIVER ROAD	258 RIVER ROAD	04257	2002 	44.5576	-70.5334
9101 NORTH TARRANT PARKWAY	9101 NORTH TARRANT PARKWAY	76180	2002 	32.8557	-97.2182
2100 LOOP 410 SE	2100 LOOP 410 SE	78220	2002 	29.4116	-98.4183
1490 HUDSON AVENUE	1490 HUDSON AVENUE	14621	2002 	43.1852	-77.6037
621 UPTOWN BLVD	621 UPTOWN BLVD	75104	2002 	32.5885	-96.9495
10200 SULLIVAN ROAD	10200 SULLIVAN ROAD	70818	2002 	30.5379	-91.0481
40 INTERNATIONAL DRIVE SOUTH	40 INTERNATIONAL DRIVE SOUTH	07836	2002 	40.8469	-74.702
7101 CEDAR SPRINGS BLVD	7101 CEDAR SPRINGS BLVD	40291	2002 	38.1472	-85.5917
2700 SOUTH KIRKWOOD DRIVE	2700 SOUTH KIRKWOOD DRIVE	77077	2002 	29.7509	-95.6126
255 FM 518	255 FM 518	77565	2002 	29.5413	-95.03
1200 SOUTH COMMERCE WAY	1200 SOUTH COMMERCE WAY	84302	2002 	41.5086	-112.047
2225 WEST MARKET ST.	2225 WEST MARKET ST.	61701	2002 	40.4773	-88.9959
2717 HIGHWAY 54 WEST	2717 HIGHWAY 54 WEST	30269	2002 	33.399	-84.5706
3245 LAWRENCEVILLE SUWANEE RD	3245 LAWRENCEVILLE SUWANEE RD	30024	2002 	34.0527	-84.0749
1208 EAST BRANDON BLVD	1208 EAST BRANDON BLVD	33511	2002 	27.9112	-82.2948
3943 GRAND AVENUE	3943 GRAND AVENUE	91710	2002 	34.016	-117.687
3105 COBB PARKWAY NORTH	3105 COBB PARKWAY NORTH	30101	2002 	34.0523	-84.6848
3050 EAST MULLAN AVENUE	3050 EAST MULLAN AVENUE	83854	2002 	47.7203	-116.946
4505 WEST CHARLESTON BLVD	4505 WEST CHARLESTON BLVD	89102	2002 	36.1453	-115.184
39500 FORD ROAD	39500 FORD ROAD	48187	2002 	42.3309	-83.4758
7250 CARSON BLVD	7250 CARSON BLVD	90808	2002 	33.8233	-118.113
775 REGIONAL PARK ROAD	775 REGIONAL PARK ROAD	24266	2002 	36.8762	-82.1108
425 COIT ROAD	425 COIT ROAD	75075	2002 	33.0247	-96.7404
933 GRAND CAILLOU ROAD	933 GRAND CAILLOU ROAD	70363	2002 	29.5606	-90.6903
2951 SOUTH BLUE ANGEL PARKWAY	2951 SOUTH BLUE ANGEL PARKWAY	32506	2002 	30.4088	-87.3192
929 EAST STATE STREET	929 EAST STATE STREET	45701	2002 	39.3228	-82.0973
51450 SHELBY PARKWAY	51450 SHELBY PARKWAY	48315	2002 	42.6629	-82.9939
6420 PETRIE WAY	6420 PETRIE WAY	21237	2002 	39.3322	-76.5037
7081 ARUNDEL MILLS CIRCLE	7081 ARUNDEL MILLS CIRCLE	21076	2002 	39.1677	-76.7171
11411 EAST KELLOGG	11411 EAST KELLOGG	67207	2002 	37.6698	-97.2329
1021 ARNOLD DR	1021 ARNOLD DR	94553	2002 	37.9989	-122.115
2315 MADISON STREET	2315 MADISON STREET	37043	2002 	36.5064	-87.2572
5825 WEST HOPE AVENUE	5825 WEST HOPE AVENUE	53216	2002 	43.0867	-87.9749
428 WALTON DRIVE	428 WALTON DRIVE	53073	2002 	43.7587	-87.9801
4405 PHEASANT RIDGE DRIVE N.E	4405 PHEASANT RIDGE DRIVE N.E	55449	2002 	45.1683	-93.2
5655 EAST SAM HOUSTON PKWY N	5655 EAST SAM HOUSTON PKWY N	77015	2002 	29.7785	-95.1812
6500 SATRIALE WAY	6500 SATRIALE WAY	45011	2002 	39.4049	-84.5227
1585 LIBERTY DRIVE, SUITE #1	1585 LIBERTY DRIVE, SUITE #1	27360	2002 	35.871	-80.086
130 COMMERCE STREET	130 COMMERCE STREET	53940	2002 	43.5891	-89.7926
2701 PORT COVINGTON DRIVE	2701 PORT COVINGTON DRIVE	21230	2002 	39.2731	-76.6261
1710 BROADWAY STREET	1710 BROADWAY STREET	77581	2002 	29.5622	-95.2698
50 FOSTER BROOK BLVD	50 FOSTER BROOK BLVD	16701	2002 	41.9438	-78.6545
540 HARRY SAUNER ROAD	540 HARRY SAUNER ROAD	45133	2002 	39.1629	-83.5802
2320 BOB BULLOCK LOOP	2320 BOB BULLOCK LOOP	78043	2002 	27.5387	-99.3827
7305 BROAD STREET	7305 BROAD STREET	34601	2002 	28.5662	-82.38
1053 FRONTAGE DRIVE EAST	1053 FRONTAGE DRIVE EAST	39577	2002 	30.9434	-89.1791
1401 GALAXY DRIVE NE	1401 GALAXY DRIVE NE	98516	2002 	47.085	-122.784
7800 EAST SMITH ROAD	7800 EAST SMITH ROAD	80207	2002 	39.7594	-104.919
8500 NORTH WICKHAM ROAD	8500 NORTH WICKHAM ROAD	32940	2002 	28.2198	-80.694
67 NEWTOWN ROAD	67 NEWTOWN ROAD	06810	2002 	41.3898	-73.4578
900 BOSTON POST ROAD	900 BOSTON POST ROAD	06437	2002 	41.3104	-72.6968
2300 DIXWELL AVENUE	2300 DIXWELL AVENUE	06514	2002 	41.3615	-72.937
164 DANBURY ROAD	164 DANBURY ROAD	06776	2002 	41.5827	-73.4117
910 WOLCOTT STREET	910 WOLCOTT STREET	06705	2002 	41.5494	-72.9985
350 WINCHESTER STREET	350 WINCHESTER STREET	03431	2002 	42.9397	-72.2862
374 WILLIAM S. CANNING BLVD	374 WILLIAM S. CANNING BLVD	02721	2002 	41.6836	-71.1543
137 TEATICKET HIGHWAY	137 TEATICKET HIGHWAY	02536	2002 	41.5833	-70.5656
189 ROUTE 46 WEST	189 ROUTE 46 WEST	07663	2002 	40.9009	-74.097
3926 LINDEN STREET	3926 LINDEN STREET	18020	2002 	40.6565	-75.3294
200 BLAIR MILL ROAD, SUITE 100	200 BLAIR MILL ROAD, SUITE 100	19044	2002 	40.1848	-75.1439
53 WEST GERMANTOWN PIKE	53 WEST GERMANTOWN PIKE	19401	2002 	40.1237	-75.3384
9400 EAST HAMPDEN AVENUE	9400 EAST HAMPDEN AVENUE	80231	2002 	39.6817	-104.883
3180 SOUTH 5600 WEST	3180 SOUTH 5600 WEST	84120	2002 	40.6882	-111.999
4471 WASHINGTON ROAD	4471 WASHINGTON ROAD	30809	2002 	33.5511	-82.1395
7701 SOUTH RAEFORD ROAD	7701 SOUTH RAEFORD ROAD	28304	2002 	35.0284	-78.9704
19205 SR 410 EAST	19205 SR 410 EAST	98391	2002 	47.185	-122.171
4300 MISSOURI FLAT ROAD	4300 MISSOURI FLAT ROAD	95667	2003 	38.7247	-120.795
700 MARKETPLACE BLVD	700 MARKETPLACE BLVD	08620	2003 	40.1745	-74.6667
32225 HIGHWAY 79 SOUTH	32225 HIGHWAY 79 SOUTH	92590	2003 	33.4795	-117.209
127 GRAND VIEW BLVD	127 GRAND VIEW BLVD	39110	2003 	32.485	-90.1155
145 HILL CARTER PKWY	145 HILL CARTER PKWY	23005	2003 	37.7543	-77.4747
5110 TIMES SQUARE	5110 TIMES SQUARE	48864	2003 	42.7021	-84.4195
2501 ROUTE 130 SOUTH	2501 ROUTE 130 SOUTH	08077	2003 	39.9988	-74.9956
2875 EAST STATE STREET	2875 EAST STATE STREET	44460	2003 	40.8987	-80.8609
3990 NESCONSET HIGHWAY	3990 NESCONSET HIGHWAY	11733	2003 	40.9321	-73.1067
1850 VETERANS MEMORIAL HWY	1850 VETERANS MEMORIAL HWY	11749	2003 	40.8067	-73.1723
4101 SOUTH CRENSHAW BLVD	4101 SOUTH CRENSHAW BLVD	90008	2003 	34.0098	-118.337
731 EAST ROCHAMBEAU ROAD	731 EAST ROCHAMBEAU ROAD	23188	2003 	37.3229	-76.7579
515 EAST 4TH STREET	515 EAST 4TH STREET	14891	2003 	42.3748	-76.9161
6700 HOLLYWOOD BLVD	6700 HOLLYWOOD BLVD	15626	2003 	40.41	-79.5727
551 LIBERTY DRIVE	551 LIBERTY DRIVE	72936	2003 	35.2001	-94.2438
18551 NO. 83RD AVENUE	18551 NO. 83RD AVENUE	85308	2003 	33.6577	-112.178
1819 EAST GENEVA STREET	1819 EAST GENEVA STREET	53115	2003 	42.6343	-88.6383
